directory,gopr_folder,patch_number,patch_relpath,source_image_relpath,confidence,grabcut_applied
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3204,GOPR3204,30,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3204\Coral30.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3204.JPG,0.2014,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3204,GOPR3204,31,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3204\Coral31.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3204.JPG,0.1927,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,9,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.5801,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,12,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.4842,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,14,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral14.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.3583,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,15,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral15.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.3386,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,16,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral16.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.3314,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,18,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral18.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.3046,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,19,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral19.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.3022,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,20,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral20.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.2825,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,22,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral22.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.2609,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,23,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral23.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.2608,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,25,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral25.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.2417,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,28,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral28.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.2165,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,29,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral29.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.2161,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,30,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral30.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.194,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,31,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral31.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.1872,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,32,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral32.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.1796,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,34,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral34.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.1711,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,35,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral35.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.1611,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205,GOPR3205,36,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205\Coral36.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3205.JPG,0.1517,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206,GOPR3206,9,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206.JPG,0.4764,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206,GOPR3206,16,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206\Coral16.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206.JPG,0.377,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206,GOPR3206,17,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206\Coral17.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206.JPG,0.3674,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206,GOPR3206,18,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206\Coral18.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206.JPG,0.3522,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206,GOPR3206,19,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206\Coral19.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206.JPG,0.3414,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206,GOPR3206,20,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206\Coral20.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206.JPG,0.3294,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206,GOPR3206,23,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206\Coral23.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206.JPG,0.2715,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206,GOPR3206,29,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206\Coral29.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206.JPG,0.2019,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206,GOPR3206,31,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206\Coral31.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206.JPG,0.1978,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206,GOPR3206,32,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206\Coral32.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206.JPG,0.1922,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206,GOPR3206,34,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206\Coral34.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206.JPG,0.1732,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206,GOPR3206,35,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206\Coral35.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3206.JPG,0.171,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207,GOPR3207,11,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207\Coral11.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207.JPG,0.4681,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207,GOPR3207,21,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207\Coral21.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207.JPG,0.3143,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207,GOPR3207,22,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207\Coral22.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207.JPG,0.302,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207,GOPR3207,23,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207\Coral23.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207.JPG,0.291,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207,GOPR3207,24,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207\Coral24.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207.JPG,0.2747,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207,GOPR3207,33,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207\Coral33.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207.JPG,0.2068,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207,GOPR3207,34,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207\Coral34.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207.JPG,0.2053,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207,GOPR3207,36,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207\Coral36.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207.JPG,0.1903,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207,GOPR3207,37,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207\Coral37.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207.JPG,0.1899,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207,GOPR3207,40,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207\Coral40.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207.JPG,0.1758,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207,GOPR3207,41,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207\Coral41.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207.JPG,0.1757,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207,GOPR3207,42,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207\Coral42.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207.JPG,0.1679,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207,GOPR3207,43,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207\Coral43.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207.JPG,0.1583,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207,GOPR3207,44,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207\Coral44.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207.JPG,0.1564,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207,GOPR3207,46,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207\Coral46.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3207.JPG,0.1539,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3208,GOPR3208,2,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3208\Coral2.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3208.JPG,0.3623,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3208,GOPR3208,5,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3208\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3208.JPG,0.2811,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3208,GOPR3208,6,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3208\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3208.JPG,0.2251,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3208,GOPR3208,8,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3208\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3208.JPG,0.1824,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3208,GOPR3208,9,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3208\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3208.JPG,0.1515,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3209,GOPR3209,6,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3209\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3209.JPG,0.1924,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3209,GOPR3209,7,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3209\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3209.JPG,0.1813,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3209,GOPR3209,8,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3209\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3209.JPG,0.1585,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3210,GOPR3210,12,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3210\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3210.JPG,0.1568,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3211,GOPR3211,6,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3211\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3211.JPG,0.5729,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3212,GOPR3212,2,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3212\Coral2.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3212.JPG,0.2581,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3212,GOPR3212,3,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3212\Coral3.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3212.JPG,0.2092,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214,GOPR3214,3,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214\Coral3.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214.JPG,0.6783,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214,GOPR3214,5,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214.JPG,0.6466,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214,GOPR3214,8,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214.JPG,0.4729,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214,GOPR3214,9,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214.JPG,0.357,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214,GOPR3214,10,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214\Coral10.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214.JPG,0.3356,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214,GOPR3214,15,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214\Coral15.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214.JPG,0.2658,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214,GOPR3214,18,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214\Coral18.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3214.JPG,0.1567,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3215,GOPR3215,1,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3215\Coral1.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3215.JPG,0.6135,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3215,GOPR3215,6,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3215\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3215.JPG,0.1919,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3215,GOPR3215,7,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3215\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3215.JPG,0.1912,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3215,GOPR3215,9,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3215\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3215.JPG,0.1557,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216,GOPR3216,4,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216\Coral4.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216.JPG,0.6384,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216,GOPR3216,5,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216.JPG,0.6081,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216,GOPR3216,6,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216.JPG,0.5867,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216,GOPR3216,8,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216.JPG,0.4949,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216,GOPR3216,11,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216\Coral11.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216.JPG,0.2976,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216,GOPR3216,16,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216\Coral16.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216.JPG,0.2059,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216,GOPR3216,18,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216\Coral18.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216.JPG,0.1989,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216,GOPR3216,19,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216\Coral19.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216.JPG,0.1841,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216,GOPR3216,23,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216\Coral23.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3216.JPG,0.1651,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3217,GOPR3217,3,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3217\Coral3.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3217.JPG,0.3191,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3217,GOPR3217,4,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3217\Coral4.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3217.JPG,0.3117,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3217,GOPR3217,6,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3217\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3217.JPG,0.2189,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3217,GOPR3217,7,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3217\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3217.JPG,0.2022,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218,GOPR3218,5,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218.JPG,0.4215,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218,GOPR3218,7,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218.JPG,0.4128,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218,GOPR3218,9,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218.JPG,0.3878,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218,GOPR3218,13,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218.JPG,0.3589,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218,GOPR3218,15,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218\Coral15.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218.JPG,0.316,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218,GOPR3218,18,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218\Coral18.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218.JPG,0.2603,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218,GOPR3218,20,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218\Coral20.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218.JPG,0.2375,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218,GOPR3218,23,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218\Coral23.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3218.JPG,0.1755,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219,GOPR3219,6,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219.JPG,0.6008,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219,GOPR3219,8,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219.JPG,0.5789,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219,GOPR3219,10,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219\Coral10.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219.JPG,0.5382,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219,GOPR3219,14,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219\Coral14.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219.JPG,0.4854,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219,GOPR3219,15,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219\Coral15.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219.JPG,0.4766,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219,GOPR3219,17,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219\Coral17.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219.JPG,0.4392,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219,GOPR3219,20,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219\Coral20.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219.JPG,0.4097,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219,GOPR3219,21,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219\Coral21.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219.JPG,0.4093,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219,GOPR3219,23,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219\Coral23.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219.JPG,0.3303,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219,GOPR3219,25,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219\Coral25.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219.JPG,0.3175,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219,GOPR3219,26,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219\Coral26.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219.JPG,0.2915,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219,GOPR3219,27,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219\Coral27.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219.JPG,0.2624,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219,GOPR3219,30,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219\Coral30.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3219.JPG,0.1978,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220,GOPR3220,2,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220\Coral2.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220.JPG,0.3644,True
